Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
10418,d,PS,1995.0,adventure,Acclaim Entertainment,0.0,0.0,0.1,0.01,0.11
10420,ennichi no tatsujin,WII,2006.0,misc,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1
10421,squinkies 2: adventure mall surprize!,DS,2011.0,platform,Activision,0.1,0.0,0.0,0.01,0.1
10422,wizardry vi: bane of the cosmic forge,SNES,1995.0,role-playing,ASCII Entertainment,0.0,0.0,0.1,0.0,0.1
10423,power pocket koushien,DS,2005.0,sports,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1
10424,gravity games bike: street vert dirt,PS2,2002.0,sports,Midway Games,0.05,0.04,0.0,0.01,0.1
10425,contact,DS,2006.0,role-playing,Rising Star Games,0.07,0.0,0.03,0.01,0.1
10427,princess debut,DS,2008.0,misc,Cave,0.1,0.0,0.0,0.01,0.1
10428,my first dollhouse,DS,2010.0,misc,505 Games,0.1,0.0,0.0,0.01,0.1
10430,family party: 30 great games,WII,2008.0,misc,D3Publisher,0.09,0.01,0.0,0.01,0.1
10432,derby stallion p,PSP,2006.0,sports,Enterbrain,0.0,0.0,0.1,0.0,0.1
10433,kenka bancho bros: tokyo battle royale,PSP,2012.0,action,Spike,0.0,0.0,0.1,0.0,0.1
10434,ufc: tapout 2,XB,2003.0,fighting,Capcom,0.08,0.02,0.0,0.0,0.1
10435,adventure time: finn & jake investigations,PS3,2015.0,action,Little Orbit,0.02,0.07,0.0,0.02,0.1
10436,kamen rider: battride war ii,PS3,2014.0,action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1
10437,kirarin * revolution: tsukutte misechao! kime * kira stage,DS,2007.0,simulation,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1
10439,imagine: soccer captain,DS,2009.0,sports,Ubisoft,0.1,0.0,0.0,0.01,0.1
10442,f1 career challenge,PS2,2003.0,racing,Electronic Arts,0.05,0.04,0.0,0.01,0.1
10443,taiko no tatsujin: v version,PSV,2015.0,action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1
10444,pariah,XB,2005.0,action,Hip Interactive,0.08,0.02,0.0,0.0,0.1
10445,cabela's outdoor adventures,XB,2005.0,sports,Zoo Digital Publishing,0.08,0.02,0.0,0.0,0.1
10446,agatha christie: the abc murders,DS,2009.0,adventure,JoWood Productions,0.08,0.01,0.0,0.01,0.1
10447,metal slug 3,XB,2004.0,shooter,Ignition Entertainment,0.08,0.02,0.0,0.0,0.1
10449,motocross mania 3,PS2,2004.0,racing,Take-Two Interactive,0.05,0.04,0.0,0.01,0.1
10450,fatal frame 2: wii edition,WII,2012.0,action,Nintendo,0.0,0.0,0.1,0.0,0.1
10451,dancing on ice,WII,2010.0,sports,Ghostlight,0.0,0.09,0.0,0.01,0.1
10452,pro yakyuu famista ds 2009,DS,2009.0,sports,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1
10453,banjo-pilot,GBA,2005.0,racing,THQ,0.07,0.03,0.0,0.0,0.1
10455,gallop racer 2006,PS2,2005.0,sports,Tecmo Koei,0.02,0.02,0.06,0.01,0.1
10456,army corps of hell,PSV,2011.0,action,Square Enix,0.05,0.04,0.0,0.02,0.1
10457,frogger: ancient shadow,PS2,2005.0,platform,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.1
10458,digimon story: lost evolution,DS,2010.0,role-playing,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1
10459,exit ds,DS,2008.0,puzzle,Square Enix,0.09,0.0,0.01,0.01,0.1
10460,ski-doo snowmobile challenge,PS3,2009.0,racing,PQube,0.1,0.0,0.0,0.01,0.1
10461,universe at war: earth assault,X360,2008.0,action,Sega,0.09,0.01,0.0,0.01,0.1
10464,the whispered world,PC,2009.0,adventure,Deep Silver,0.0,0.08,0.0,0.02,0.1
10466,learn chess,DS,2009.0,misc,DreamCatcher Interactive,0.1,0.0,0.0,0.01,0.1
10468,escape from monkey island,PS2,2001.0,adventure,LucasArts,0.05,0.04,0.0,0.01,0.1
10471,mickey's speedway usa (weekly jp sales),N64,2000.0,racing,Nintendo,0.0,0.0,0.1,0.0,0.1
10472,who wants to be a millionaire: 3rd edition,WII,2010.0,misc,Ubisoft,0.1,0.0,0.0,0.01,0.1
10473,boku no natsuyasumi portable: mushi mushi hakase to teppen-yama no himitsu!!,PSP,2006.0,adventure,Sony Computer Entertainment,0.0,0.0,0.1,0.0,0.1
10474,miami law,DS,2009.0,adventure,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.1
10475,macross 30: ginga o tsunagu utagoe,PS3,2013.0,shooter,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1
10476,kidou senshi gundam uc,PS3,2012.0,action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1
10477,yu-gi-oh! 5d's wheelie breakers,WII,2009.0,racing,Konami Digital Entertainment,0.09,0.01,0.0,0.01,0.1
10479,gretzky nhl,PSP,2005.0,sports,Sony Computer Entertainment,0.1,0.0,0.0,0.01,0.1
10480,corvette evolution gt,DS,2008.0,racing,Black Bean Games,0.1,0.0,0.0,0.01,0.1
10481,may's mystery: forbidden memories,DS,2011.0,puzzle,Mastertronic,0.05,0.04,0.0,0.01,0.1
10482,pictoimage,DS,2007.0,puzzle,Sega,0.1,0.0,0.0,0.01,0.1
10484,ridge racer 2,PSP,2006.0,racing,Sony Computer Entertainment,0.0,0.03,0.07,0.01,0.1
10486,igor: the game,WII,2008.0,adventure,CDV Software Entertainment,0.09,0.0,0.0,0.01,0.1
10487,dropship: united peace force,PS2,2002.0,simulation,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.1
10489,rome: total war,PC,2004.0,strategy,Activision,0.0,0.08,0.0,0.02,0.1
10492,lucha libre aaa: heroes del ring,PS3,2010.0,fighting,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.1
10494,g1 jockey 3,PS2,2002.0,sports,THQ,0.02,0.01,0.07,0.0,0.1
10496,atsumare! power pro kun no ds koushien,DS,,sports,Unknown,0.0,0.0,0.1,0.0,0.1
10497,revolution x,PS,1995.0,shooter,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.1
10500,riviera: the promised land,GBA,2004.0,role-playing,Sting,0.07,0.03,0.0,0.0,0.1
10501,risen 3: titan lords,PS3,2014.0,role-playing,Deep Silver,0.02,0.06,0.0,0.02,0.1
10503,bujingai: the forsaken city,PS2,2003.0,fighting,505 Games,0.05,0.04,0.0,0.01,0.1
10504,doko demo issho,PSP,2004.0,misc,Sony Computer Entertainment,0.0,0.0,0.1,0.0,0.1
10506,the story of noah's ark,DS,2010.0,action,SouthPeak Games,0.1,0.0,0.0,0.01,0.1
10507,brooktown high: senior year,PSP,2007.0,simulation,Konami Digital Entertainment,0.09,0.0,0.0,0.01,0.1
10512,death by degrees,PS2,2005.0,action,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.1
10513,vandal hearts ii,PS,1999.0,strategy,Konami Digital Entertainment,0.06,0.04,0.0,0.01,0.1
10514,gouketuji ichizoku 2: chottodake saikyou densetsu,PS,1995.0,fighting,Atlus,0.0,0.0,0.1,0.01,0.1
10515,samurai warriors chronicles 2nd,3DS,2012.0,action,Ubisoft Annecy,0.0,0.0,0.1,0.0,0.1
10516,medal of honor: vanguard,WII,2007.0,shooter,Electronic Arts,0.06,0.03,0.0,0.01,0.1
10517,toaru majutsu no index,PSP,2011.0,adventure,Kadokawa Shoten,0.0,0.0,0.1,0.0,0.1
10518,dora's cooking club,DS,2010.0,misc,Take-Two Interactive,0.08,0.01,0.0,0.01,0.1
10519,esa game pack,PS3,2010.0,misc,Sony Computer Entertainment,0.09,0.0,0.0,0.01,0.1
10520,america's next top model,DS,2008.0,action,Eidos Interactive,0.1,0.0,0.0,0.01,0.1
10522,uta no prince-sama: music,PSP,2011.0,misc,Broccoli,0.0,0.0,0.1,0.0,0.1
10523,uno / skip-bo / uno freefall,DS,2006.0,misc,Zoo Digital Publishing,0.1,0.0,0.0,0.01,0.1
10524,culdcept ds,DS,2008.0,strategy,Sega,0.0,0.0,0.1,0.0,0.1
10527,the king of fighters: dream match 1999,DC,1999.0,fighting,SNK,0.0,0.0,0.1,0.0,0.1
10530,weiss schwarz portable,PSP,2011.0,strategy,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1
10531,kirarin * revolution: mezase! idol queen,DS,2007.0,simulation,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1
10532,dungeons & dragons tactics,PSP,2007.0,strategy,Atari,0.09,0.0,0.0,0.01,0.1
10535,dora & kai-lan's pet shelter,DS,2011.0,strategy,Take-Two Interactive,0.08,0.01,0.0,0.01,0.1
10536,dj max fever,PSP,2009.0,misc,PM Studios,0.09,0.0,0.0,0.01,0.1
10537,math blaster in the prime adventure,DS,2009.0,misc,Majesco Entertainment,0.09,0.0,0.0,0.01,0.1
10538,football director ds,DS,2008.0,sports,Pinnacle,0.0,0.1,0.0,0.0,0.1
10539,shellshock,PS,1995.0,action,Core Design Ltd.,0.06,0.04,0.0,0.01,0.1
10540,blue stinger,DC,1999.0,adventure,Activision,0.0,0.0,0.1,0.0,0.1
10541,yggdra union: we'll never fight alone,PSP,2008.0,role-playing,Sting,0.05,0.0,0.04,0.01,0.1
10542,the destiny of zorro,WII,2009.0,action,505 Games,0.1,0.0,0.0,0.01,0.1
10543,hot wheels ultimate racing,PSP,2007.0,action,Activision,0.09,0.0,0.0,0.01,0.1
10545,inazuma eleven go strikers 2013,WII,2012.0,role-playing,Level 5,0.0,0.0,0.1,0.0,0.1
10548,daito giken koushiki pachi-slot simulator: hihouden - ossu! banchou - yoshimune ds,DS,2007.0,misc,Paon,0.0,0.0,0.1,0.0,0.1
10549,urban chaos,PS,1999.0,action,Eidos Interactive,0.06,0.04,0.0,0.01,0.1
10550,creeper world 3: arc eternal,WII,2009.0,strategy,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1
10551,monkey mischief! party time,WII,2008.0,misc,Activision,0.09,0.0,0.0,0.01,0.1
10552,draglade,DS,2007.0,fighting,505 Games,0.09,0.0,0.0,0.01,0.1
10553,ds kageyama method: dennou hanpuku - tadashii kanji kakitori-kun,DS,2007.0,misc,Shogakukan,0.0,0.0,0.1,0.0,0.1
10554,water sports,WII,2009.0,action,Avanquest,0.05,0.04,0.0,0.01,0.1
10555,freaky flyers,PS2,2003.0,racing,Midway Games,0.05,0.04,0.0,0.01,0.1
10556,baten kaitos origins,GC,2006.0,role-playing,Unknown,0.06,0.02,0.02,0.0,0.1
10557,e·o·e: eve of extinction,PS2,2002.0,fighting,Eidos Interactive,0.04,0.03,0.02,0.01,0.1
10560,penguin no mondai: the world,DS,2010.0,adventure,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1
10561,my healthy cooking coach,DS,,simulation,Unknown,0.09,0.0,0.0,0.01,0.1
10562,yaiba: ninja gaiden z,PS3,2014.0,action,Tecmo Koei,0.05,0.04,0.0,0.02,0.1
10565,hakuouki portable,PSP,2009.0,adventure,Idea Factory,0.0,0.0,0.1,0.0,0.1
10567,fallout 3 game add-on pack: the pitt and operation: anchorage,X360,2009.0,role-playing,Bethesda Softworks,0.09,0.01,0.0,0.01,0.1
10569,korg ds-10 synthesizer plus,DS,2009.0,misc,AQ Interactive,0.08,0.0,0.02,0.01,0.1
10570,world snooker championship 2007,PS3,2007.0,sports,Sega,0.0,0.1,0.0,0.0,0.1
10572,rlh: run like hell,PS2,2002.0,shooter,Virgin Interactive,0.05,0.04,0.0,0.01,0.1
10573,digimon adventure,PSP,2013.0,role-playing,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1
10578,monster rancher evo,PS2,2005.0,role-playing,Tecmo Koei,0.02,0.02,0.05,0.01,0.1
10579,project hacker: kakusei,DS,2006.0,action,Nintendo,0.0,0.0,0.1,0.0,0.1
10580,pajama sam: don't fear the dark,WII,2008.0,adventure,Atari,0.09,0.0,0.0,0.01,0.1
10583,wasteland 2,PS4,2015.0,role-playing,Deep Silver,0.07,0.0,0.01,0.02,0.1
10585,olympic summer games: atlanta 1996,PS,1996.0,sports,U.S. Gold,0.06,0.04,0.0,0.01,0.1
10586,little league world series baseball 2008,WII,2008.0,sports,Activision,0.09,0.0,0.0,0.01,0.1
10588,tatsunoko vs. capcom: cross generation of heroes,WII,2008.0,fighting,Capcom,0.0,0.0,0.1,0.0,0.1
10590,darius gaiden,SAT,1995.0,shooter,Acclaim Entertainment,0.0,0.0,0.1,0.0,0.1
10591,all kamen rider: rider generation 2,DS,2012.0,action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1
10592,beach spikers: virtua beach volleyball,GC,2002.0,sports,Sega,0.08,0.02,0.0,0.0,0.1
10593,total war: warhammer,PC,2016.0,strategy,Sega,0.0,0.1,0.0,0.01,0.1
10594,tom clancy's ghost recon: predator,PSP,2010.0,shooter,Ubisoft,0.07,0.02,0.0,0.02,0.1
10595,you don't know jack: mock 2,PS,2000.0,misc,Vivendi Games,0.06,0.04,0.0,0.01,0.1
10596,blue dragon: awakened shadow,DS,2009.0,role-playing,Namco Bandai Games,0.06,0.0,0.03,0.0,0.1
10597,3d tank warfare simulator panzer front,PS,1999.0,simulation,Avalon Interactive,0.06,0.04,0.0,0.01,0.1
10599,nascar the game: inside line,X360,2012.0,racing,Activision,0.09,0.0,0.0,0.01,0.1
10600,sudoku mania,DS,2006.0,puzzle,Zoo Digital Publishing,0.09,0.0,0.0,0.01,0.1
10602,rolling stone: drum king,WII,2009.0,misc,505 Games,0.09,0.0,0.0,0.01,0.1
10603,jade cocoon 2,PS2,2001.0,role-playing,Ubisoft,0.05,0.04,0.0,0.01,0.1
10604,lord of apocalypse,PSV,2011.0,role-playing,Square Enix,0.0,0.0,0.1,0.0,0.1
10605,bejeweled twist,DS,2010.0,puzzle,PopCap Games,0.0,0.09,0.0,0.01,0.1
10607,kabushiki baibai trainer: kabutore!,DS,2006.0,simulation,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1
10608,sword & sorcery,SAT,1996.0,role-playing,Micro Cabin,0.0,0.0,0.1,0.0,0.1
10614,bullet witch,X360,2006.0,shooter,Atari,0.07,0.01,0.02,0.01,0.1
10615,usa today puzzle craze,DS,2009.0,puzzle,Destineer,0.09,0.0,0.0,0.01,0.1
10616,machi-ing maker 3 x tousouchuu,PSP,2010.0,simulation,D3Publisher,0.0,0.0,0.1,0.0,0.1
10618,snk vs. capcom: svc chaos,XB,2004.0,fighting,Ignition Entertainment,0.08,0.02,0.0,0.0,0.1
10619,codename: kids next door: operation v.i.d.e.o.g.a.m.e.,PS2,2005.0,platform,Global Star,0.05,0.04,0.0,0.01,0.1
10620,choujikuu yousai macross: ai oboete imasu ka,SAT,1997.0,shooter,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1
10621,vanishing point,PS,2001.0,racing,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.1
10623,dragonseeds,PS,1998.0,action,Jaleco,0.03,0.02,0.04,0.01,0.1
10625,opoona,WII,2007.0,role-playing,Tecmo Koei,0.08,0.0,0.01,0.01,0.1
10628,nodame cantabile,DS,2007.0,misc,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1
10629,alien hominid,PS2,2004.0,shooter,Zoo Digital Publishing,0.05,0.04,0.0,0.01,0.1
10631,l'aigle de guerre,GBA,2001.0,strategy,Nintendo,0.0,0.0,0.1,0.0,0.1
10634,aidyn chronicles: the first mage,N64,2001.0,role-playing,THQ,0.08,0.02,0.0,0.0,0.1
10635,aquapazza: aquaplus dream match,PS3,2012.0,fighting,Aqua Plus,0.05,0.0,0.05,0.01,0.1
10636,virtual pool 64,N64,1998.0,sports,Crave Entertainment,0.08,0.02,0.0,0.0,0.1
10637,indy racing 2000,N64,2000.0,racing,Infogrames,0.08,0.02,0.0,0.0,0.1
10638,flying dragon,N64,1997.0,fighting,Natsume,0.08,0.02,0.0,0.0,0.1
10639,international superstar soccer 64 (weekly jp sales),N64,1997.0,sports,Konami Digital Entertainment,0.0,0.0,0.05,0.05,0.1
10640,lode runner 3-d,N64,1998.0,action,Infogrames,0.08,0.02,0.0,0.0,0.1
10641,the history channel: civil war - secret missions,PS3,2008.0,shooter,Activision,0.09,0.0,0.0,0.01,0.1
10642,gt64 championship edition,N64,1998.0,racing,Ocean,0.08,0.02,0.0,0.0,0.1
10643,milo's astro lanes,N64,1998.0,sports,Interplay,0.08,0.02,0.0,0.0,0.1
10644,gekido,PS,1999.0,fighting,Infogrames,0.06,0.04,0.0,0.01,0.1
10646,fifi and the flowertots,DS,2009.0,misc,Avanquest,0.0,0.09,0.0,0.01,0.1
10647,disney's the jungle book,GBA,2002.0,platform,Ubisoft,0.07,0.03,0.0,0.0,0.1
10648,king of clubs: mini golf,WII,2008.0,sports,Oxygen Interactive,0.09,0.0,0.0,0.01,0.1
10650,cate west: the vanishing files,DS,2008.0,adventure,Oxygen Interactive,0.08,0.01,0.0,0.01,0.1
10651,army men world war: team assault,PS,2001.0,action,3DO,0.06,0.04,0.0,0.01,0.1
10656,nba ballers: rebound,PSP,2006.0,sports,Midway Games,0.09,0.0,0.0,0.01,0.1
10657,king's field: the ancient city,PS2,2001.0,role-playing,Metro 3D,0.05,0.04,0.0,0.01,0.1
10658,lego rock raiders,PS,1999.0,strategy,LEGO Media,0.06,0.04,0.0,0.01,0.1
10659,silent scope complete,XB,2004.0,shooter,Konami Digital Entertainment,0.07,0.02,0.0,0.0,0.1
10660,digimon all-star rumble,PS3,2014.0,fighting,Namco Bandai Games,0.06,0.03,0.0,0.02,0.1
10661,ghost in the shell,PS,1997.0,simulation,Sony Computer Entertainment,0.06,0.04,0.0,0.01,0.1
10662,atelier sophie: the alchemist of the mysterious book,PS4,2015.0,role-playing,Tecmo Koei,0.01,0.02,0.06,0.01,0.1
10665,tom clancy's classic trilogy,XB,2004.0,shooter,Ubisoft,0.07,0.02,0.0,0.0,0.1
10666,harvest moon ds cute (jp sales),DS,2005.0,simulation,Marvelous Interactive,0.0,0.0,0.1,0.0,0.1
10667,bleach: dark souls (jp sales),DS,2007.0,fighting,Sega,0.0,0.0,0.1,0.0,0.1
10670,kiku! kaku! kotoba o fuyasu! hajimete no eigo training,DS,2007.0,misc,Benesse,0.0,0.0,0.1,0.0,0.1
10672,sneakers,XB,2002.0,puzzle,Microsoft Game Studios,0.07,0.02,0.0,0.0,0.1
10674,crime crackers,PS,1994.0,role-playing,Sony Computer Entertainment,0.0,0.0,0.09,0.01,0.1
10675,earth defense force 2025.1: the shadow of new despair,PS4,2015.0,action,D3Publisher,0.0,0.0,0.1,0.0,0.1
10677,micro machines v3,PS,1997.0,racing,Codemasters,0.06,0.04,0.0,0.01,0.1
10680,"sakura wars 2: kimi, shinitamou koto nakare",DC,2000.0,adventure,Sega,0.0,0.0,0.1,0.0,0.1
10681,natgeo challenge! wild life,PS3,2010.0,misc,Black Bean Games,0.05,0.03,0.0,0.01,0.1
10682,idol janshi suchie-pai remix,SAT,1995.0,misc,Jaleco,0.0,0.0,0.1,0.0,0.1
10685,exhibition volume 03,XB,2003.0,misc,Microsoft Game Studios,0.07,0.02,0.0,0.0,0.1
10686,zero4 champ rr-z,SNES,1995.0,racing,Media Rings,0.0,0.0,0.1,0.0,0.1
10687,initial d: street stage,PSP,2006.0,racing,Sega,0.0,0.0,0.1,0.0,0.1
10688,tales of innocence r,PSV,2012.0,role-playing,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1
10689,generator rex: agent of providence,3DS,2011.0,action,Activision,0.07,0.02,0.0,0.01,0.1
10690,petz hamsterz superstarz,DS,2009.0,simulation,Ubisoft,0.09,0.0,0.0,0.01,0.1
10693,age of empires ii: the age of kings,PC,1999.0,strategy,Microsoft Game Studios,0.01,0.08,0.0,0.02,0.1
10694,"warhammer 40,000: dawn of war ii - chaos rising",PC,2010.0,strategy,THQ,0.08,0.01,0.0,0.01,0.1
10698,code lyoko: quest for infinity,WII,2007.0,action,Game Factory,0.07,0.02,0.0,0.01,0.1
10699,fate/hollow ataraxia,PSV,2014.0,adventure,Type-Moon,0.0,0.0,0.1,0.0,0.1
10700,lucky * star: ryouou gakuen outousai,PS2,2008.0,adventure,Kadokawa Shoten,0.0,0.0,0.1,0.0,0.1
10702,murder in venice,DS,2011.0,adventure,City Interactive,0.06,0.03,0.0,0.01,0.1
10703,nancy drew: the model mysteries,DS,2010.0,puzzle,THQ,0.09,0.0,0.0,0.01,0.1
10705,naruto shippuden: gekito ninja taisen! ex,WII,2007.0,fighting,Takara Tomy,0.0,0.0,0.1,0.0,0.1
10706,universal studios theme parks adventure,GC,2001.0,misc,Kemco,0.08,0.02,0.0,0.0,0.1
10707,nihon keizai shinbunsha kanshuu: shiranai mamade wa son o suru mono ya okane no shikumi ds,DS,2009.0,misc,Nintendo,0.0,0.0,0.1,0.0,0.1
10708,little league world series baseball 2010,X360,2010.0,sports,Activision,0.09,0.0,0.0,0.01,0.1
10709,piglet's big game,PS2,2003.0,platform,Gotham Games,0.05,0.04,0.0,0.01,0.1
10710,real bout garou densetsu,SAT,1996.0,fighting,SNK,0.0,0.0,0.1,0.0,0.1
10713,project fifa world cup,PS2,2002.0,sports,Electronic Arts,0.0,0.0,0.1,0.0,0.1
10714,system flaw,DS,2009.0,shooter,Enjoy Gaming ltd.,0.09,0.0,0.0,0.01,0.1
10721,burnout paradise: the ultimate box,PC,2009.0,racing,Electronic Arts,0.0,0.08,0.0,0.01,0.1
10722,famicom mini: famicom tantei club part ii - ushiro ni tatsu shoujo zenkouhen,GBA,2004.0,adventure,Nintendo,0.0,0.0,0.1,0.0,0.1
10725,higurashi no nakukoru ni kizuna: dai-ni-kan - sou,DS,2008.0,adventure,Alchemist,0.0,0.0,0.1,0.0,0.1
10726,star trek: shattered universe,PS2,2004.0,simulation,Global Star,0.05,0.04,0.0,0.01,0.1
10727,the land before time: great valley racing adventure,PS,2001.0,racing,TDK Mediactive,0.05,0.04,0.0,0.01,0.1
10728,ultra street fighter iv,PS4,2015.0,fighting,Capcom,0.0,0.08,0.0,0.01,0.1
10730,cubic ninja,3DS,2011.0,platform,Ubisoft,0.05,0.04,0.0,0.01,0.1
10731,championship pony,DS,2008.0,simulation,"Destination Software, Inc",0.09,0.0,0.0,0.01,0.1
10732,harvest moon: frantic farming,DS,2009.0,puzzle,Rising Star Games,0.08,0.01,0.0,0.01,0.1
10736,power stone collection,PSP,2006.0,action,Capcom,0.08,0.0,0.0,0.01,0.1
10738,blast chamber,PS,1996.0,shooter,Activision,0.05,0.04,0.0,0.01,0.1
10740,mana khemia: student alliance,PSP,2008.0,role-playing,Nippon Ichi Software,0.05,0.0,0.03,0.01,0.1
10741,retro game challenge (us sales),DS,2007.0,action,Namco Bandai Games,0.1,0.0,0.0,0.0,0.1
10742,eyetoy: operation spy,PS2,2005.0,action,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.1
10744,motogp 07,PS2,2007.0,racing,Capcom,0.05,0.04,0.0,0.01,0.1
10745,touch detective,DS,2006.0,adventure,505 Games,0.06,0.03,0.0,0.01,0.1
10746,option tuning car battle,PS,1998.0,racing,MTO,0.0,0.0,0.09,0.01,0.1
10748,derby jockey 2,SNES,1995.0,sports,Asmik Corp,0.0,0.0,0.1,0.0,0.1
10749,famicom mini: mappy,GBA,2004.0,platform,Nintendo,0.0,0.0,0.09,0.0,0.1
10751,descent maximum,PS,1997.0,shooter,Interplay Productions,0.05,0.04,0.0,0.01,0.1
10753,"blast works: build, trade, destroy",WII,2008.0,shooter,Eidos Interactive,0.09,0.0,0.0,0.01,0.1
10756,shining force exa,PS2,2007.0,role-playing,Sega,0.0,0.0,0.1,0.0,0.1
10757,virtual pro wrestling,PS,1996.0,fighting,Asmik Ace Entertainment,0.0,0.0,0.09,0.01,0.1
10759,shadow tower,PS,1998.0,role-playing,From Software,0.01,0.01,0.07,0.01,0.1
10760,luminous arc 2 (jp sales),DS,,role-playing,Unknown,0.0,0.0,0.1,0.0,0.1
10762,dragon ball: evolution,PSP,2009.0,fighting,Namco Bandai Games,0.09,0.0,0.0,0.01,0.1
10763,red bull bc one,DS,2008.0,misc,Playlogic Game Factory,0.09,0.0,0.0,0.01,0.1
10764,heatseeker,WII,2007.0,action,Codemasters,0.08,0.0,0.0,0.01,0.1
10765,watchmen: the end is nigh part 1 & 2,X360,2009.0,action,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.01,0.1
10768,guilty gear isuka,PS2,2004.0,fighting,505 Games,0.05,0.04,0.0,0.01,0.1
10771,shadow master,PS,1997.0,adventure,Psygnosis,0.05,0.04,0.0,0.01,0.1
10772,global touring challenge: africa,PS2,2001.0,racing,Rage Software,0.05,0.04,0.0,0.01,0.1
10775,tokimeki memorial: taisen pazurudama,PS,1996.0,puzzle,Konami Digital Entertainment,0.0,0.0,0.09,0.01,0.1
10776,inuyasha: secret of the divine jewel,DS,2007.0,role-playing,Namco Bandai Games,0.09,0.0,0.0,0.01,0.1
10777,motogp 2,XB,2003.0,racing,THQ,0.07,0.02,0.0,0.0,0.1
10778,pro yakyuu famista ds,DS,2007.0,sports,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1
10779,ultimate muscle - the kinnikuman legacy: the path of the superhero,GBA,2002.0,fighting,Banpresto,0.05,0.02,0.03,0.0,0.1
10780,bit.trip complete,WII,2011.0,misc,Rising Star Games,0.06,0.02,0.0,0.01,0.1
10781,eyecreate,PS3,2007.0,misc,Sony Computer Entertainment,0.0,0.08,0.0,0.02,0.1
10784,touch mechanic,DS,2008.0,simulation,Nintendo,0.09,0.0,0.0,0.01,0.1
10785,ciel nosurge: ushinawareta hoshi e sasagu uta,PSV,2012.0,adventure,Gust,0.0,0.0,0.1,0.0,0.1
10786,ar tonelico: melody of elemia,PS2,2006.0,role-playing,505 Games,0.0,0.0,0.1,0.0,0.1
10787,man vs. wild,X360,2011.0,action,Crave Entertainment,0.09,0.0,0.0,0.01,0.1
10788,sol trigger,PSP,2012.0,role-playing,Image Epoch,0.0,0.0,0.1,0.0,0.1
10790,castlevania double pack,GBA,2006.0,platform,Konami Digital Entertainment,0.07,0.03,0.0,0.0,0.1
10791,ballistic: ecks vs. sever,GBA,2002.0,shooter,BAM! Entertainment,0.07,0.03,0.0,0.0,0.1
10793,steel battalion,XB,2002.0,simulation,Microsoft Game Studios,0.05,0.02,0.02,0.0,0.1
10795,glory days 2,DS,2007.0,strategy,Ghostlight,0.08,0.0,0.0,0.01,0.1
10796,johnny bravo in the hukka-mega-mighty-ultra-extreme date-o-rama,DS,2009.0,action,Blast! Entertainment Ltd,0.09,0.0,0.0,0.01,0.1
10798,thinksmart,DS,2010.0,misc,Conspiracy Entertainment,0.09,0.0,0.0,0.01,0.1
10799,digimon story: super xros wars blue/red,DS,2011.0,role-playing,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1
10800,tennis no oji-sama: motto gakuensai no ouji-sama - more sweet edition,DS,2010.0,sports,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1
10801,mind quiz,PSP,2006.0,action,Ubisoft,0.08,0.01,0.0,0.01,0.1
10802,populous ds,DS,2008.0,strategy,Rising Star Games,0.07,0.0,0.02,0.01,0.1
